volume,book,english_line,estimated_words,estimated_syllables,text,review_status
iliad,2,458,2,4,followed Meges.,unreviewed
iliad,2,462,8,13,"and Asteria, and who held the mainland opposite.",unreviewed
iliad,2,463,8,14,"Odysseus, equal to Zeus in counsel, commanded them;",unreviewed
iliad,2,464,5,6,twelve red-cheeked ships followed.,unreviewed
iliad,2,466,8,13,"They held Pleuron, Olenus, Pylenê, sea-near Chalcis,",unreviewed
iliad,2,467,10,14,"and rocky Calydon. The sons of great Oeneus were gone,",unreviewed
iliad,2,468,9,13,and Oeneus himself was gone; blond Meleager had died.,unreviewed
iliad,2,469,10,13,So Thoas had been charged to rule all the Aetolians.,unreviewed
iliad,2,470,5,7,Forty black ships followed him.,unreviewed
iliad,2,471,8,13,"Idomeneus, famous with the spear, led the Cretans.",unreviewed
iliad,2,475,9,13,the land of a hundred cities. Idomeneus led them.,unreviewed
iliad,2,476,9,15,"Meriones, equal to Enyalius the slayer, stood beside him;",unreviewed
iliad,2,480,8,16,"in three divisions—Lindus, Ialysus, and shining Camirus.",unreviewed
iliad,2,481,9,15,"Tlepolemus, famous with the spear, was born to Heracles",unreviewed
iliad,2,483,9,13,after sacking the cities of the god-reared people.,unreviewed
iliad,2,485,9,16,"he killed his father’s aged maternal uncle, Licymnius,",unreviewed
iliad,2,488,8,13,for Heracles’ other sons and grandsons threatened him.,unreviewed
iliad,2,489,9,13,"After suffering much, he reached Rhodes, and settled there",unreviewed
iliad,2,491,6,7,and poured great wealth upon them.,unreviewed
iliad,2,494,10,15,the fairest man to come beneath Ilium after Peleus’ son;,unreviewed
iliad,2,496,8,13,"The men of Nisyros, Crapathus, Casus, and Cos,",unreviewed
iliad,2,497,8,15,"the city of Eurypylus, and the Calydnian islands,",unreviewed
iliad,2,499,8,14,"of Thessalus, Heracles’ royal son. Thirty hollow ships",unreviewed
iliad,2,500,3,4,marched behind them.,unreviewed
iliad,2,501,9,15,"Those who held Pelasgian Argos—Alos, Alope, and Trachis,",unreviewed
iliad,2,503,8,14,"Hellenes, and Achaeans. Achilles led their fifty ships,",unreviewed
iliad,2,504,12,15,but they did not remember the harsh battle: no one was there,unreviewed
iliad,2,505,10,15,"to lead them into line. Swift-footed, godlike Achilles lay",unreviewed
iliad,2,507,9,13,"whom he had taken from Lyrnessus after much toil,",unreviewed
iliad,2,510,10,14,"of King Evenus, Selepius’ son. There he lay in grief,",unreviewed
iliad,2,511,5,5,but soon he would rise.,unreviewed
iliad,2,512,9,17,"Those who held Phylace, flowery Pyrasus, Demeter’s precinct,",unreviewed
iliad,2,513,11,16,"Iton, mother of sheep, Antron by the sea, and meadowed Pteleon,",unreviewed
iliad,2,514,8,13,were led by warlike Protesilaus while he lived;,unreviewed
iliad,2,517,11,13,a Dardanian killed him as he leapt first from his ship.,unreviewed
iliad,2,518,10,13,"Nor were his people leaderless, though they longed for him;",unreviewed
iliad,2,519,9,13,"Podarces, son of Iphiclus, rich in sheep, led them,",unreviewed
iliad,2,520,8,16,"Protesilaus’ own brother, younger by birth. Yet Protesilaus",unreviewed
iliad,2,523,12,17,"and well-built Iolcus were led by Eumelus, dear son of Admetus,",unreviewed
iliad,2,524,9,16,"whom Alcestis, fairest of Pelias’ daughters, bore to Admetus.",unreviewed
iliad,2,525,4,7,Eleven ships followed him.,unreviewed
iliad,2,529,9,13,"skilled in war, embarked in each. But Philoctetes lay",unreviewed
iliad,2,530,11,16,"on Lemnos, suffering cruel pain from a deadly serpent’s wound,",unreviewed
iliad,2,531,12,13,where the sons of the Achaeans had left him. There he lay,unreviewed
iliad,2,532,10,15,in anguish; soon the Argives by the ships would remember,unreviewed
iliad,2,533,8,13,their lord Philoctetes. Nor were his men leaderless:,unreviewed
iliad,2,534,10,14,"Medon, Oileus’ bastard son, whom Rhene bore to the sacker",unreviewed
iliad,2,536,8,13,"Those who held Tricca, rocky Ithome, and Oechalia,",unreviewed
iliad,2,537,12,17,"the city of Eurytus of Oechalia, were led by the two sons",unreviewed
iliad,2,538,7,15,"of Asclepius, good physicians, Podalirius and Machaon.",unreviewed
iliad,2,539,8,13,"Thirty hollow ships followed. Those who held Ormenius,",unreviewed
iliad,2,540,9,13,"the spring of Hypereia, Asteria, and the white peaks",unreviewed
iliad,2,541,10,17,"of Titanus were led by Euryphylus, glorious son of Euaemon,",unreviewed
iliad,2,542,4,5,in forty black ships.,unreviewed
iliad,2,544,9,16,"and white Oloosson were led by city-sacker Polypoetes,",unreviewed
iliad,2,545,8,13,"son of Pirithous, whom immortal Zeus fathered through",unreviewed
iliad,2,546,10,17,Hippodameia on the day the Lapiths punished the shaggy Centaurs,unreviewed
iliad,2,547,11,15,and drove them from Pelion among the Aethices. With him came,unreviewed
iliad,2,548,10,14,"Leonteus, an offshoot of Ares, son of the great-hearted",unreviewed
iliad,2,549,8,13,"Coronus, son of Caeneus. Forty black ships followed.",unreviewed
iliad,2,551,7,13,"the warlike Enienes and Perrhaebians followed him,",unreviewed
iliad,2,552,8,13,"those who made their homes around wintry Dodona,",unreviewed
iliad,2,553,7,13,"and those who worked beside lovely Titaresius,",unreviewed
iliad,2,554,11,15,whose clear water runs to Peneius but never mingles with him—,unreviewed
iliad,2,555,15,16,"it flows above him like oil, for it is a branch of Styx’s oath.",unreviewed
iliad,2,557,8,13,who lived beside Peneius and forest-shaking Pelion.,unreviewed
iliad,2,558,8,13,Swift Prothous commanded them; forty black ships followed.,unreviewed
iliad,2,559,11,13,"These were the leaders and lords of the Danaans. Now, Muse,",unreviewed
iliad,2,560,13,17,tell me who among them was best—the men themselves and the horses,unreviewed
iliad,2,561,11,14,that followed the sons of Atreus. The best horses were those,unreviewed
iliad,2,562,10,14,"of Eumelus, swift as birds, alike in age and color,",unreviewed
iliad,2,563,11,16,"mares whom Apollo of the silver bow had bred in Pieria,",unreviewed
iliad,2,564,11,18,"carrying the terror of Ares. Of men, Telamonian Ajax was best",unreviewed
iliad,2,565,10,17,"while Achilles nursed his anger—for Achilles was far better,",unreviewed
iliad,2,566,12,16,and his were the horses that bore the blameless son of Peleus.,unreviewed
iliad,2,567,11,17,"But Achilles lay in his sea-going ships, angry with Agamemnon;",unreviewed
iliad,2,568,11,17,"his people played beside the water with discus, javelins, and bows,",unreviewed
iliad,2,569,12,19,while the horses stood by their chariots grazing lotus and marsh celery.,unreviewed
iliad,2,570,13,16,"The chariots lay covered in the tents, and the men, longing for their",unreviewed
iliad,2,571,11,14,"war-loving leader, wandered through the camp and did not fight.",unreviewed
iliad,2,572,10,13,They moved like a fire sweeping across the whole earth;,unreviewed
iliad,2,573,11,14,"the ground groaned beneath their feet, as when thunder-loving Zeus,",unreviewed
iliad,2,574,11,17,"angry at Typhoeus, lashes the earth around Arima, where they say",unreviewed
iliad,2,575,11,13,"Typhoeus has his bed. So the earth groaned beneath their feet,",unreviewed
iliad,2,576,6,7,and they crossed the plain swiftly.,unreviewed
iliad,2,577,10,15,Swift-footed Iris came to the Trojans as a messenger,unreviewed
iliad,2,578,10,14,"from Zeus who bears the aegis, carrying a grievous message.",unreviewed
iliad,2,579,9,13,"They were speaking in assembly at Priam’s gates,",unreviewed
iliad,2,581,11,13,"took the voice of Polites, Priam’s son—the swift scout",unreviewed
iliad,2,582,8,13,"who sat atop old Aesyetes’ highest tomb, watching",unreviewed
iliad,2,585,9,14,as in peacetime; but war without respite has risen.,unreviewed
iliad,2,587,9,13,"such a people, so many, moving across the plain,",unreviewed
iliad,2,588,11,14,"like leaves or grains of sand, to fight before the city.",unreviewed
iliad,2,591,8,13,and many tongues belong to these scattered peoples.,unreviewed
iliad,2,595,9,15,He swiftly dissolved the assembly. The gates opened wide;,unreviewed
iliad,2,596,12,17,"the people poured out, footmen and horsemen, and a great tumult rose.",unreviewed
iliad,2,597,9,15,"Before the city stood a steep, isolated, rounded hill,",unreviewed
iliad,2,598,10,13,"which men called Batieia, but immortals knew as the tomb",unreviewed
iliad,2,599,11,16,of leaping Myrine. There the Trojans and their allies formed apart.,unreviewed
iliad,2,601,12,14,"with him, by far the greatest and best of the armed people,",unreviewed
iliad,2,602,9,14,"eager with their spears. Aeneas, noble son of Anchises,",unreviewed
iliad,2,603,8,14,led the Dardanians—Aphrodite bore him to Anchises,unreviewed
iliad,2,604,12,14,"in the folds of Ida, when the goddess lay with a mortal.",unreviewed
iliad,2,605,9,15,"He was not alone: Antenor’s two sons, Archelochus",unreviewed
iliad,2,606,11,16,"and Acamas, who knew every art of war, stood beside him.",unreviewed
iliad,2,607,10,14,"The Trojans of Zeleia, rich and drinking the dark water",unreviewed
iliad,2,608,10,17,"of the Aesepus beneath Ida’s lowest foot, followed Pandarus,",unreviewed
iliad,2,609,11,16,"glorious son of Lycaon, to whom Apollo himself gave the bow.",unreviewed
iliad,2,610,8,14,"Adrastus and Amphius, lightly armored sons of Merops",unreviewed
iliad,2,611,8,13,"of Percote, led those who held Adrasteia, Apaesus,",unreviewed
iliad,2,612,8,13,"Pityeia, and steep Mount Tereia. Merops knew prophecy",unreviewed
iliad,2,613,10,13,better than any man and forbade his sons to enter,unreviewed
iliad,2,614,11,13,"the death-bringing war, but the black Fates drove them on.",unreviewed
iliad,2,616,10,17,"and divine Arisba were led by Asius, son of Hyrtacides—",unreviewed
iliad,2,617,8,13,"Asius whom great, fiery horses brought from Arisba,",unreviewed
iliad,2,618,5,7,beside the stream of Selleis.,unreviewed
iliad,2,619,8,13,"Hippothous and Pyleus, offshoots of Ares and sons",unreviewed
iliad,2,620,8,13,"of Pelasgian Lethus, led the spear-famed Pelasgians",unreviewed
iliad,2,621,10,16,who dwelt in deep-soiled Larisa. Acamas and hero Pirous,unreviewed
iliad,2,622,8,13,led the Thracians held within the rushing Hellespont;,unreviewed
iliad,2,623,10,15,"Euphemus, son of Troezenus and of Ceyx, led the spearmen",unreviewed
iliad,2,625,9,14,"their crooked bows, from distant Amydon beside broad Axios,",unreviewed
iliad,2,627,8,17,"Great-hearted Pylaemenes led the Paphlagonians from Eneti,",unreviewed
iliad,2,628,12,17,"where the race of wild asses is born; from Cytorus and Sesamus,",unreviewed
iliad,2,629,8,13,"from their houses beside the Parthenius, from Cromna,",unreviewed
iliad,2,630,8,17,"Aegialus, and the high Erythini. Odius and Epistrophus",unreviewed
iliad,2,631,9,16,"led the Halizonians from distant Alybe, birthplace of silver.",unreviewed
iliad,2,632,8,13,Chromis and Ennomus the augur led the Mysians;,unreviewed
iliad,2,633,9,13,but augury could not save Ennomus from black death:,unreviewed
iliad,2,634,9,13,"swift-footed Aeacides struck him down in the river,",unreviewed
iliad,2,635,8,14,where Achilles was slaughtering Trojans and their allies.,unreviewed
iliad,2,641,7,13,"barbarous-speaking men from Miletus, Mount Phthira,",unreviewed
iliad,2,642,10,13,"the banks of Maeander, and the steep peaks of Mycale.",unreviewed
iliad,2,643,7,13,"Amphimachus and Nastes, splendid sons of Nomion,",unreviewed
iliad,2,644,11,13,"led them. Nastes went to war wearing gold, like a girl,",unreviewed
iliad,2,645,10,13,a foolishness that could not ward off his grievous death;,unreviewed
iliad,2,648,7,13,"Sarpedon and blameless Glaucus led the Lycians,",unreviewed
iliad,3,1,10,13,"When each host had taken its place beside its leaders,",unreviewed
iliad,3,4,8,13,"the measureless rain, and fly above the Ocean,",unreviewed
iliad,3,14,4,4,they crossed the plain.,unreviewed
iliad,3,15,7,13,"When they had drawn together, godlike Alexander",unreviewed
iliad,3,20,9,13,"before the host, he rejoiced as a lion rejoices",unreviewed
iliad,3,27,9,15,"But when godlike Alexander saw him among the champions,",unreviewed
iliad,3,35,8,14,"“Paris, handsome beyond measure, mad for women, deceiver—",unreviewed
iliad,3,46,12,15,"your father’s grief, your city’s, and all the people’s—",unreviewed
iliad,3,53,5,6,a tunic made of stone.”,unreviewed
iliad,3,54,8,15,"Godlike Alexander answered: “Hector, you have rebuked me",unreviewed
iliad,3,58,10,13,to every stroke. So is the mind within your breast.,unreviewed
iliad,3,72,11,14,Hector rejoiced to hear this speech. He went into the midst,unreviewed
iliad,3,81,10,14,"the word of Alexander, for whose sake this quarrel rose.",unreviewed
iliad,3,83,9,13,upon the earth; let him and war-loving Menelaus,unreviewed
iliad,3,85,8,13,"her possessions. Whoever wins, and proves the stronger,",unreviewed
iliad,3,92,8,14,enough because of my quarrel and Alexander’s.,unreviewed
iliad,3,102,3,4,for either side.”,unreviewed
iliad,3,107,9,13,Hector sent two heralds toward the city to fetch,unreviewed
iliad,3,111,9,13,"Then Iris came, a messenger, to white-armed Helen,",unreviewed
iliad,3,118,11,15,for Helen at the hands of Ares. Swift-footed Iris said:,unreviewed
iliad,3,127,3,4,his beloved wife.”,unreviewed
iliad,3,134,6,7,Soon they reached the Scaean Gates.,unreviewed
iliad,3,136,6,13,"Clytius, Hicetaon, scion of Ares, Ucalegon,",unreviewed
iliad,3,142,10,13,"When they saw Helen coming on the wall, they murmured:",unreviewed
iliad,3,144,9,15,suffer long for such a woman. Terribly she resembles,unreviewed
iliad,3,145,10,13,"an immortal goddess. Yet let her go in the ships,",unreviewed
iliad,3,146,11,13,and not remain a grief to us and to our children.”,unreviewed
iliad,3,154,11,13,"Some are taller in the head, but never have I seen",unreviewed
iliad,3,156,8,14,"Helen, divine among women, answered: “You are worthy",unreviewed
iliad,3,164,10,13,and mighty spearman; once he was my brother-in-law.”,unreviewed
iliad,3,173,9,13,"among their allies, on the day the Amazons came;",unreviewed
iliad,3,175,3,4,bright-eyed Achaeans.”,unreviewed
iliad,3,177,11,13,"of this man. He is shorter in head than Atreus’ son,",unreviewed
iliad,3,181,9,13,"Helen, daughter of Zeus, answered: “That is Laertes’ son,",unreviewed
iliad,3,182,7,14,"many-counseled Odysseus, raised in rocky Ithaca,",unreviewed
iliad,3,183,10,14,skilled in every kind of trick and close-woven counsel.”,unreviewed
iliad,3,184,9,13,"Wise Antenor replied: “Woman, your word is wholly true.",unreviewed
iliad,3,197,11,13,like one unskilled in public speech—you might have called him,unreviewed
iliad,3,201,4,5,marveled at his form.”,unreviewed
iliad,3,202,12,15,"The old man saw Ajax and asked: “Who is that other Achaean,",unreviewed
iliad,3,203,9,13,"so strong and tall, the foremost of the Argives",unreviewed
iliad,3,207,8,13,"stands Idomeneus among the Cretans, like a god;",unreviewed
iliad,3,213,8,14,"commanders of the people, Castor, breaker of horses,",unreviewed
iliad,3,215,11,13,born from the same mother as I. Either they came not,unreviewed
iliad,3,216,9,15,"with lovely Lacedaemon’s army, or else they came",unreviewed
iliad,3,218,10,13,fearing the shame and all the reproaches that are mine.”,unreviewed
iliad,3,219,11,14,So she spoke; but the life-giving earth already held them,unreviewed
iliad,3,230,2,2,and prayed:,unreviewed
iliad,3,236,8,13,"Menelaus, let him keep Helen and her possessions,",unreviewed
iliad,3,238,7,13,"But if golden-haired Menelaus kills Alexander,",unreviewed
iliad,3,239,8,13,"let the Trojans return Helen and her possessions,",unreviewed
iliad,3,240,10,15,"and pay the Argives honor, such as shall be remembered",unreviewed
iliad,3,242,10,15,"refuse to pay the honor due me when Alexander falls,",unreviewed
iliad,3,245,12,14,"He cut the lambs’ and the boar’s throats with pitiless bronze,",unreviewed
iliad,3,265,5,7,and they drove toward Ilium.,unreviewed
iliad,3,278,7,13,"Godlike Alexander, husband of fair-haired Helen,",unreviewed
iliad,3,280,9,13,with silver clasps about the ankles; then the breastplate,unreviewed
iliad,3,284,10,14,"Upon his head he set the well-made horsehair helmet,",unreviewed
iliad,3,289,7,13,"the armies, looking terribly at one another;",unreviewed
iliad,3,296,5,5,"prayed, and cast his own:",unreviewed
iliad,3,297,8,13,"“Father Zeus, grant that I may punish Alexander,",unreviewed
iliad,3,299,10,13,so that a man unborn may tremble to do evil,unreviewed
iliad,3,308,11,13,"broke into three and four pieces, and fell from his hand.",unreviewed
iliad,3,311,8,13,"I thought to punish Alexander for his evil,",unreviewed
iliad,3,314,9,14,"He sprang forward, seized the horsehair of Paris’ helmet,",unreviewed
iliad,3,318,5,13,"winning immeasurable glory, but Aphrodite,",unreviewed
iliad,3,328,3,4,filled with incense.,unreviewed
iliad,3,331,10,14,by many Trojan women. Taking the form of an old,unreviewed
iliad,3,335,9,14,"Alexander calls you home. He lies within his chamber,",unreviewed
iliad,3,338,11,13,"but from a dance, or from sitting down after the dance.”",unreviewed
iliad,3,340,9,13,"When Helen saw her lovely throat, her longing breast,",unreviewed
iliad,3,343,11,15,Will you carry me farther to some city rich in people—,unreviewed
iliad,3,344,8,15,"Phrygia, or lovely Maeonia—if another mortal man",unreviewed
iliad,3,346,8,14,"godlike Alexander, and would lead hateful me home.",unreviewed
iliad,3,349,9,13,and do not turn your feet toward Olympus again.,unreviewed
iliad,3,350,10,14,"Worry over him always, till he makes you his wife,",unreviewed
iliad,3,352,11,15,it would be shameful to tend his bed. Each Trojan woman,unreviewed
iliad,3,354,3,4,within my heart.”,unreviewed
iliad,3,355,8,14,Golden Aphrodite answered in anger: “Do not provoke,unreviewed
iliad,3,357,12,15,"I will make you hated as terribly as I have loved you,",unreviewed
iliad,3,358,9,16,and set a hateful enmity between Trojans and Danaans;,unreviewed
iliad,3,362,10,13,"of all the Trojan women, and the goddess led her.",unreviewed
iliad,3,368,4,6,and rebuked her husband:,unreviewed
iliad,3,371,10,15,You boasted that you were better than war-loving Menelaus,unreviewed
iliad,3,374,7,7,lest soon his spear bring you down.”,unreviewed
iliad,3,375,10,14,Paris answered: “Do not wound my heart with harsh reproaches.,unreviewed
iliad,3,376,8,14,Menelaus defeated me with Athena at his side;,unreviewed
iliad,3,378,12,14,"are with us. Come, let us turn to love, and lie together.",unreviewed
iliad,3,379,10,14,Never before has desire so wrapped my mind—not even,unreviewed
iliad,3,380,9,15,when first I carried you away from lovely Lacedaemon,unreviewed
iliad,3,382,11,13,"and bed upon Cranae’s island. So now I love you,",unreviewed
iliad,3,387,8,13,"like a wild beast, seeking Alexander. No Trojan,",unreviewed
iliad,3,388,11,13,"no famous ally, could point him out. No one hid him",unreviewed
iliad,3,389,10,14,"from love—he was hateful to them all, as hateful",unreviewed
iliad,3,391,7,13,"“Hear me, Trojans, Dardanians, and allies: victory",unreviewed
iliad,3,392,8,13,plainly belongs to war-loving Menelaus. Give up,unreviewed
iliad,3,394,10,13,and pay the honor due—an honor that shall remain,unreviewed
iliad,3,395,5,6,among men yet to come.”,unreviewed
iliad,3,397,2,4,applauded him.,unreviewed
iliad,4,8,7,13,"and Athena of Alalcomenae. They sit apart,",unreviewed
iliad,4,12,7,13,Yet victory belongs to war-loving Menelaus.,unreviewed
iliad,4,16,8,13,"to all, Priam’s city might remain inhabited,",unreviewed
iliad,4,18,8,13,"Athena sat apart, her anger held within her,",unreviewed
iliad,4,20,8,13,Hera could not contain her anger: “Most terrible,unreviewed
iliad,4,23,9,14,while my horses were worn out gathering the people,unreviewed
iliad,4,25,3,3,will praise you.”,unreviewed
iliad,4,34,10,14,when I desire to destroy a city where your people,unreviewed
iliad,4,37,10,13,"Of all the cities beneath the sun and starry sky,",unreviewed
iliad,4,40,8,14,"its equal feast, libation, or savor of sacrifice;",unreviewed
iliad,4,41,5,7,that honor was our portion.”,unreviewed
iliad,4,45,11,14,"before you, nor begrudge it. But do not make my labor",unreviewed
iliad,4,48,10,13,"eldest, and I am called your wife, while you rule",unreviewed
iliad,4,49,9,14,"among the immortals. Let us yield to one another,",unreviewed
iliad,4,50,12,14,"you to me, and I to you; the other gods will follow.",unreviewed
iliad,4,51,9,15,"Now command Athena to go swiftly into the battle,",unreviewed
iliad,4,55,9,13,"Her father, father of the gods, did not disobey.",unreviewed
iliad,4,59,8,13,"breaking the oaths.” So he urged Athena, already",unreviewed
iliad,4,63,8,13,from which innumerable sparks leap into the dark.,unreviewed
iliad,4,64,8,13,"In its likeness Pallas Athena rushed to earth,",unreviewed
iliad,4,66,12,14,and well-greaved Achaeans; each man said to the man beside him:,unreviewed
iliad,4,67,9,13,"“Will dreadful war rise again, or will Zeus establish",unreviewed
iliad,4,68,4,7,friendship between the peoples?”,unreviewed
iliad,4,69,8,14,Athena entered the Trojan crowd in the likeness,unreviewed
iliad,4,70,8,13,"of Laodocus, son of Antenor, a strong spearman,",unreviewed
iliad,4,71,8,13,"seeking godlike Pandarus. She found Lycaon’s son,",unreviewed
iliad,4,72,7,13,"blameless and powerful, standing among the dense",unreviewed
iliad,4,76,10,13,to shoot a swift arrow at Menelaus? You would win,unreviewed
iliad,4,77,10,14,"the favor and glory of all the Trojans, above all",unreviewed
iliad,4,78,9,13,of King Alexander. He would first give shining gifts,unreviewed
iliad,4,79,11,15,"if he saw Menelaus, son of Atreus, struck by your arrow,",unreviewed
iliad,4,81,8,15,"Menelaus; vow to Apollo, famous archer of Lycia,",unreviewed
iliad,4,82,10,14,that when you return to sacred Zeleia you will sacrifice,unreviewed
iliad,4,87,10,13,as it sprang from the rock; the animal fell backward,unreviewed
iliad,4,90,10,14,"a golden tip upon them. Pandarus laid the bow down,",unreviewed
iliad,4,94,11,14,"He opened the lid of his quiver, and drew an arrow",unreviewed
iliad,4,96,10,13,"he fitted the bitter arrow to the string, and vowed",unreviewed
iliad,4,97,8,13,again to Apollo. He drew together the notch,unreviewed
iliad,4,101,9,13,"Yet the blessed gods had not forgotten you, Menelaus.",unreviewed
iliad,4,103,9,13,"stood before you, and turned aside the deadly arrow,",unreviewed
iliad,4,104,10,13,as a mother brushes a fly from her sleeping child.,unreviewed
iliad,4,108,6,14,"the decorated belt and elaborate corselet,",unreviewed
iliad,4,112,10,13,ran from the wound. As a Maeonian or Carian woman,unreviewed
iliad,4,113,10,14,"stains ivory with purple, to adorn a horse’s cheek—",unreviewed
iliad,4,115,8,13,an ornament and glory for horse and charioteer—,unreviewed
iliad,4,117,4,4,were stained with blood.,unreviewed
iliad,4,120,10,13,"but when he saw the sinew and arrow-barbs outside,",unreviewed
iliad,4,121,7,13,"his heart gathered itself again. Agamemnon groaned,",unreviewed
iliad,4,122,7,15,"holding Menelaus’ hand, while his companions lamented:",unreviewed
iliad,4,129,11,13,"at once, he will fulfill it later; and they shall pay",unreviewed
iliad,4,131,10,13,"within my heart the day shall come when holy Ilium,",unreviewed
iliad,4,134,11,16,shakes his dark aegis over them in anger at this deceit.,unreviewed
iliad,4,139,11,14,the army. The wound is not deadly; the arrow’s point,unreviewed
iliad,4,140,10,13,"did not remain, and belt and corselet held it back.”",unreviewed
iliad,4,142,8,13,"son of Asclepius, the blameless healer, to see",unreviewed
iliad,4,147,9,14,"Machaon cut away the shining belt, corselet, and guard;",unreviewed
iliad,4,149,9,18,and laid soothing medicines upon it—medicines once given,unreviewed
iliad,4,151,11,13,"When the Trojans’ ranks came on again, no one could see",unreviewed
iliad,4,152,7,13,"divine Agamemnon sleeping, shrinking from the fight,",unreviewed
iliad,4,153,10,14,or refusing it. He hurried to the battle that gives,unreviewed
iliad,4,154,9,14,men glory. He left his horses and bronze-decorated,unreviewed
iliad,4,155,9,15,"chariot apart, in care of Eurymedon, son of Peiraeus,",unreviewed
iliad,4,157,8,13,"when weariness should seize his limbs, after commanding",unreviewed
iliad,4,159,9,15,"whomever he saw eager, he stood beside and encouraged:",unreviewed
iliad,4,163,9,15,"by vultures, while we shall carry wives and children",unreviewed
iliad,4,165,11,15,But those he saw shrinking from the hateful war he rebuked:,unreviewed
iliad,4,166,9,13,"“Argives, soft with arrows, objects of shame! Do you",unreviewed
iliad,4,171,10,13,"the gray sea, and see whether Cronus’ son will extend",unreviewed
iliad,4,172,4,5,his hand above you?”,unreviewed
iliad,4,173,11,13,"So he went through the ranks, and came among the Cretans.",unreviewed
iliad,4,174,7,14,They armed around wise Idomeneus. Idomeneus stood,unreviewed
iliad,4,176,7,15,while Meriones urged the rearward lines. Agamemnon,unreviewed
iliad,4,177,9,14,"rejoiced to see them, and spoke gently to Idomeneus:",unreviewed
iliad,4,178,8,14,"“Idomeneus, I honor you above the swift Achaeans,",unreviewed
iliad,4,179,12,14,"in war, in every work, and at the feast, when the best",unreviewed
iliad,4,180,10,13,of the Argives mix the bright wine within the bowl.,unreviewed
iliad,4,184,4,4,claimed that you would.”,unreviewed
iliad,4,185,9,14,"The Cretan leader answered: “Atreus’ son, I shall remain",unreviewed
iliad,4,186,9,14,"your faithful companion, as I first promised and nodded.",unreviewed
iliad,4,187,11,13,"Urge the other long-haired Achaeans on, that we may fight",unreviewed
iliad,4,190,2,4,the covenant.”,unreviewed
iliad,4,191,10,16,Agamemnon passed on gladly and came to the two Ajaxes.,unreviewed
iliad,4,192,10,14,"They armed themselves, and a dense cloud of footmen followed.",unreviewed
iliad,4,193,14,18,As when a goatherd sees from a watchpoint a cloud coming over the sea,unreviewed
iliad,4,194,12,14,"under the West Wind’s sound—black as pitch from far away,",unreviewed
iliad,4,195,11,15,"bringing a mighty storm, and he shudders and drives the sheep",unreviewed
iliad,4,196,12,14,"into a cave—so the dark, shield-and-spear-bristling ranks moved",unreviewed
iliad,4,197,11,18,with the divinely reared young men beside the Ajaxes into war.,unreviewed
iliad,4,198,6,13,"Agamemnon rejoiced, and addressed them: “Ajaxes,",unreviewed
iliad,4,200,10,14,I do not command you. You yourselves drive your people,unreviewed
iliad,4,202,9,16,"Athena, and Apollo gave such courage to every heart!",unreviewed
iliad,4,204,3,4,taken and sacked.”,unreviewed
iliad,4,206,9,13,"of the Pylians, arranging and urging on his friends:",unreviewed
iliad,4,207,7,13,"great Pelagon, Alastor, Chromius, Haimon, lord Bias,",unreviewed
iliad,4,208,9,13,and shepherd of the people. He placed the horsemen,unreviewed
iliad,4,209,8,13,"first, with horses and chariots, and many excellent",unreviewed
iliad,4,211,10,15,"he drove into the middle, so that even unwilling men",unreviewed
iliad,4,215,8,14,in horsemanship and courage to rush alone before,unreviewed
iliad,4,217,9,13,"When one man reaches another chariot from his own,",unreviewed
iliad,4,220,5,6,and courage in their breasts.”,unreviewed
iliad,4,221,8,13,"Agamemnon rejoiced to see the old man: “Elder,",unreviewed
iliad,4,225,4,6,belong among the young!”,unreviewed
iliad,4,234,12,15,"The son of Atreus went on, rejoicing in his heart. He found",unreviewed
iliad,4,241,8,14,for another Trojan tower to advance and begin.,unreviewed
iliad,4,242,3,7,Agamemnon rebuked them:,unreviewed
iliad,4,251,3,5,fighting before you.”,unreviewed
iliad,4,259,2,2,are wind.”,unreviewed
iliad,4,262,10,13,"rich in counsel, I do not rebuke or command you.",unreviewed
iliad,4,270,3,7,Agamemnon rebuked him:,unreviewed
iliad,4,271,12,15,"“Son of Tydeus, why shrink back, why watch the bridges of battle?",unreviewed
iliad,4,272,16,18,"It was not dear to Tydeus to shrink so, but to fight far before his friends,",unreviewed
iliad,4,273,16,18,"as those who saw him labor said. I never met him, but so they tell me.",unreviewed
iliad,4,274,12,21,"He entered Mycenae as a guest with godlike Polynices, gathering a people,",unreviewed
iliad,4,275,11,16,when they campaigned against the sacred walls of seven-gated Thebes.,unreviewed
iliad,4,276,14,16,"They begged us for famous allies, and we agreed; but Zeus turned us back,",unreviewed
iliad,4,277,13,16,showing signs against our will. When they had gone and reached deep-reeded,unreviewed
iliad,4,278,12,19,"Asopus, the Achaeans sent Tydeus as messenger. He went and found many",unreviewed
iliad,4,279,13,19,Cadmeans feasting in the house of mighty Eteocles. Though a guest and alone,unreviewed
iliad,4,280,11,19,"among many Cadmeans, horseman Tydeus was not afraid; he challenged them",unreviewed
iliad,4,281,11,16,to contests and won them all easily—for Athena helped him.,unreviewed
iliad,4,282,15,20,"The angry Cadmeans set an ambush on his return, fifty young men led by two:",unreviewed
iliad,4,283,9,17,"Maeon, like an immortal, and Polyphontes, son of Autophonus.",unreviewed
iliad,4,284,11,16,"Tydeus gave them all a shameful death, sending Maeon home alone,",unreviewed
iliad,4,285,11,16,"because he trusted the gods’ signs. Such was Tydeus, the Aetolian;",unreviewed
